title,body,tags,user_id,username,discussing_issue
Node JS createWriteStream memory leak,"<p>I have a node js procedure that, after reading say 10K rows from a database table, writes the rows to a CSV file. The rows are successfully written to the CSV file, but afterwards the node js memory usage has increased substantially and never goes back down. I suspect I have a (large) memory leak in the following code but can't find it.</p>

<p>To write this code I took guidance from <a href=""https://stackoverflow.com/questions/18932488/how-can-i-use-the-drain-event-with-createwritestream-method-in-node-js"">How to use drain event of stream.Writable in Node.js</a> . The code is executing the ""drain"" clause, &amp; there are not error messages, but the memory leak problem remains. </p>

<p>Any ideas on the cause of the memory leak?</p>

<pre><code>exports.csv_export_ar = function(req, res)
{
  global.mysqlPool.getConnection(function(err,connection) {
  if(err)
      console.log( ""Erge:Export:AR:Error:getConnection failed:%s"", err );
  else {
      var call_proc = ""call export_recent_core_events_ar("" + connection.escape(req.params.coreguid) + "");"";

      connection.query( call_proc, function(err,the_data) {
          if(err) {
                console.error(""Erge:CsvExport:AR:Error:Calling export_recent_core_events_ar:%s"", err ); 
          }
          else {                  
                  var filename = '/tmp/export_ar_' + the_coreguid + '.csv';
                  var ws = fs.createWriteStream(filename);

                  ws.on('finish', function () {
                      console.log('Erge:Export:File has been written');
                    });

                  // Add this to ensure that the out.txt's file descriptor is closed in case of error.
                  ws.on('error', function(err) {
                    console.log('Erge:Export:Error:%s', err);
                    ws.end();
                  });

                  ws.write( 
                          'datetime,a0,a1,a2,a3,a4,a5,a6,a7,' +
                          'pin_state,mode_state,prov_battery,prov solar,prov grid,' + 
                          'use battery,use hwc,use other,' +
                          'battery charge,prov solar model,prov grid model,use grid model \r\n' );

                  var i = 0;
                  exportLines();

                  function exportLines() {
                    var ok = true;
                    do {
                      var the_row = the_data[0][i];
                      var the_line =
                          the_row.created_on  + ',' + 
                          the_row.a0 + ',' + the_row.a1 + ',' + the_row.a2 + ',' + the_row.a3 + ',' + 
                          the_row.a4 + ',' + the_row.a5 + ',' + the_row.a6 + ',' + the_row.a7 + ',' + 
                          the_row.pin_state + ',' + the_row.mode_state + ',' +  
                          the_row.wProvBatteryRaw + ',' + the_row.wProvSolarRaw + ',' + the_row.wProvGridRaw + ',' + 
                          the_row.wUseBatteryRaw + ',' + the_row.wUseHwcRaw + ',' + the_row.wUseOtherRaw + ',' +
                          the_row.battery_charge + ',' +
                          the_row.wProvSolarModel + ',' + the_row.wProvGridModel + ',' + the_row.wUseGridModel + 
                          ' \r\n';
                      ok = ws.write(the_line);
                      i++;
                    } while (i &lt; the_data[0].length &amp;&amp; ok);

                    if (i &lt; the_data[0].length) {
                        // had to stop early!
                        // write some more once it drains. 
                        // If we don't wait for the drain event then the memory usage was increased
                        ws.once('drain', exportLines);
                    }
                    else
                    {
                        ws.end();           
                        ws = null;
                    }
                  }
              }
          }

          connection.release( );
      });
     }
   });
 };
</code></pre>",javascript|node.js|csv|memory-leaks,5348337,Philip Quirke,yes
Google maps new version battery drain in offline mode,"<p>Since > 9 version of google maps services battery start draining hard in offline(or airplane) mode.</p>

<p>Gsm logs: </p>

<pre><code>02-16 03:16:00.172 5795-13092/? W/ctxmgr: [AclManager]No 2 for (accnt=account#-1792900917#, com.google.android.gms(10007):UserLocationProducer, vrsn=10298000, 0, 3pPkg = null ,  3pMdlId = null). Was: 2 for 1, account#-1792900917#
02-16 03:16:00.184 5795-13092/? W/ctxmgr: [AclManager]No 2 for (accnt=account#-1253298855#, com.google.android.gms(10007):UserLocationProducer, vrsn=10298000, 0, 3pPkg = null ,  3pMdlId = null). Was: 2 for 1, account#-1253298855#
02-16 03:20:32.082 5795-25747/? W/ctxmgr: [AclManager]No 2 for (accnt=account#-1792900917#, com.google.android.gms(10007):UserLocationProducer, vrsn=10290000, 0, 3pPkg = null ,  3pMdlId = null). Was: 2 for 1, account#-179290000#
02-16 03:20:32.084 5795-25747/? W/ctxmgr: [AclManager]No 2 for (accnt=account#-1253298855#, com.google.android.gms(10007):UserLocationProducer, vrsn=10290000, 0, 3pPkg = null ,  3pMdlId = null). Was: 2 for 1, account#-1253298855#
02-16 03:27:56.240 5795-25125/? W/ctxmgr: [AclManager]No 2 for (accnt=account#-1792900917#, com.google.android.gms(10007):UserLocationProducer, vrsn=10290000, 0, 3pPkg = null ,  3pMdlId = null). Was: 2 for 1, account#-1792900917#
02-16 03:27:56.247 5795-25125/? W/ctxmgr: [AclManager]No 2 for (accnt=account#-1253298855#, com.google.android.gms(10007):UserLocationProducer, vrsn=10290000, 0, 3pPkg = null ,  3pMdlId = null). Was: 2 for 1, account#-1253298855#
</code></pre>

<p>Is it possible to suspend gsm services while there is no connection?</p>

<p>What is the class - AclManager?</p>

<p>Thanks</p>",java|android|performance|google-maps,4929268,Mishel,yes
Is there any difference between battery drain in iOS7 and iOS6 for location manager?,"<pre><code>@implementation MTCLocationManager
@synthesize manager;
@synthesize lastLocation;
@synthesize timer;
@synthesize wsUserName;
@synthesize xmlParser;
@synthesize webData;
@synthesize soapResults;
@synthesize wsUserPassword;
@synthesize glbData;
@synthesize vAktarDelegate;

NSDate *firstDate;
NSUserDefaults *defaults;
bool isUploadingDataNow;
NSString *strUserName;
NSString *strPassword;
NSString *strUrl;
CLLocation *lastLocation;
int saveUserApplicationStatusCalled;


bool sendOnly1Record = false;
-(id)init{

    self = [super init];

    if (self) {

        CLLocationManager *locationManager = [[CLLocationManager alloc] init];
        locationManager.delegate = self;

        [self setLocationManager:locationManager withDistanceFilter:100.0f];
        lastLocation = [[CLLocation alloc]init];
        firstDate =[NSDate date];
        glbData = [[NSMutableString alloc] init];
        defaults = [NSUserDefaults standardUserDefaults];
        strUserName= [defaults stringForKey:@""username""];
        strPassword= [defaults stringForKey:@""password""];
        strUrl = [defaults stringForKey:@""url""];
        isUploadingDataNow = false;
        saveUserApplicationStatusCalled = 0;

    }

    return self;
}

-(void) setSendOnly1Record:(BOOL) s{
    sendOnly1Record = s;

}
-(void)enteredBackground:(id)sender{
    [self.manager startMonitoringSignificantLocationChanges];
}

-(void)startUpdate{
   [self.manager startUpdatingLocation];
}
-(void) stopLocationListener
{
    [self.manager stopMonitoringSignificantLocationChanges];
}

-(void)post1Record:(CLLocation *)newLocation STATUS:(int) iStat{
    NSLog(@""\n\nPOST1RECORD"");
    NSString *latitude = [[NSString alloc] init];
    NSString *longitude = [[NSString alloc] init];
    latitude = [NSString stringWithFormat:@""%f"", [newLocation coordinate].latitude];
    longitude = [NSString stringWithFormat:@""%f"", [newLocation coordinate].longitude];
    NSDate *currdate = [NSDate date];
    NSDateFormatter *dateFormatter = [[NSDateFormatter alloc]init];
    [dateFormatter setDateFormat:@""yyyy-MM-dd HH:mm:ss""];
    NSString *dateString = [[NSString alloc] init];
    dateString = [dateFormatter stringFromDate:currdate];


    NSString* batString = @"""";
    @try {
        [[UIDevice currentDevice] setBatteryMonitoringEnabled:YES];
        float batteryLevel = [[UIDevice currentDevice] batteryLevel];
        NSLog(@""battery level %f"",batteryLevel);
        batteryLevel *= 100;
        int batLevel = (int) batteryLevel;
        batString= [NSString stringWithFormat:@""%i"", abs(batLevel)];
    }
    @catch (NSException *exception) {

    }
    @finally {

    }
    NSMutableString *strTemp = [[NSMutableString alloc] init];
    NSString* strStat = [NSString stringWithFormat:@""%i"", iStat];
    [strTemp appendString:dateString];
    [strTemp appendString:@""|""];
    [strTemp appendString:latitude];
    [strTemp appendString:@""|""];
    [strTemp appendString:longitude];
    [strTemp appendString:@""|""];
    [strTemp appendString:batString];
    [strTemp appendString:@""|""];
    [strTemp appendString:strStat];
    [strTemp appendString:@""|""];

    [self postMULTILocation:strTemp];

}

- (void)locationManager:(CLLocationManager *)theLocationManager didUpdateToLocation:(CLLocation *)newLocation
       fromLocation:(CLLocation *)oldLocation{
    lastLocation = newLocation;
    if(sendOnly1Record) {
        sendOnly1Record = false;
        saveUserApplicationStatusCalled =1;
        [self post1Record:newLocation STATUS:0];
    }
    else if (!isUploadingDataNow) {


        NSString *latitude = [[NSString alloc] init];
        NSString *longitude = [[NSString alloc] init];
        latitude = [NSString stringWithFormat:@""%f"", [newLocation coordinate].latitude];
        longitude = [NSString stringWithFormat:@""%f"", [newLocation coordinate].longitude];
        NSDate *currdate = [NSDate date];
        int intervall = (int) [currdate timeIntervalSinceDate: firstDate] / 60;
        NSLog(@""time interval %d"",intervall);
        NSDateFormatter *dateFormatter = [[NSDateFormatter alloc]init];
        [dateFormatter setDateFormat:@""yyyy-MM-dd HH:mm:ss""];
        NSString *dateString = [[NSString alloc] init];
        dateString = [dateFormatter stringFromDate:currdate];

        if(intervall &gt; 10) {
            //update location
            isUploadingDataNow = true;
            [self postMULTILocation:glbData];

            firstDate = [NSDate date];
        }else{


            NSString* batString = @"""";
            @try {
                [[UIDevice currentDevice] setBatteryMonitoringEnabled:YES];
                float batteryLevel = [[UIDevice currentDevice] batteryLevel];
                //NSLog(@""battery level %f"",batteryLevel);
                batteryLevel *= 100;
                int batLevel = (int) batteryLevel;
                batString= [NSString stringWithFormat:@""%i"", abs(batLevel)];
            }
            @catch (NSException *exception) {

            }
            @finally {

            }

            NSString* strSaveUserApplicationStatusCalled = [NSString stringWithFormat:@""%i"", saveUserApplicationStatusCalled];
            [glbData appendString:dateString];
            [glbData appendString:@""|""];
            [glbData appendString:latitude];
            [glbData appendString:@""|""];
            [glbData appendString:longitude];
            [glbData appendString:@""|""];
            [glbData appendString:batString];
            [glbData appendString:@""|""];
            [glbData appendString:strSaveUserApplicationStatusCalled];
            [glbData appendString:@""|""];


        }
        if (!saveUserApplicationStatusCalled) {
            saveUserApplicationStatusCalled=1;
        }
        [defaults setObject:glbData forKey:@""glbData""];
        [defaults synchronize];
    }
}





-(void)postMULTILocation:(NSString *) strData{

    strUserName= [defaults stringForKey:@""username""];
    strPassword= [defaults stringForKey:@""password""];
    strUrl = [defaults stringForKey:@""url""];

    ///parameters

    AFHTTPRequestOperation *operation =[[AFHTTPRequestOperation alloc] initWithRequest:theRequest];
    [operation setCompletionBlockWithSuccess:^(AFHTTPRequestOperation *operation, id responseObject){

        //NSLog(@""%@"",[operation responseString]);
        NSLog(@""RESPONSE:\n%@"",[operation responseString]);

        NSData* data = [[operation responseString] dataUsingEncoding:NSUTF8StringEncoding];
        data = [data subdataWithRange:NSMakeRange(0, [data length] - 1)];

        NSXMLParser *nsXmlParser = [[NSXMLParser alloc] initWithData:data];

        // create and init our delegate
        MultiPostParser *parser = [[MultiPostParser alloc] initXMLParser];


        [nsXmlParser setDelegate:parser];

        // parsing...
        BOOL success = [nsXmlParser parse];


        if([parser responseStr] != nil &amp;&amp; [parser responseStr].length&gt;0){

            [self resetDefaults ];
            glbData = [[NSMutableString alloc] init];
            [self.vAktarDelegate didSend:true];


        }else{
            [self.vAktarDelegate didSend:false];
        }

        isUploadingDataNow = false;
    }failure:^(AFHTTPRequestOperation *operation, NSError *error) {
        isUploadingDataNow = false;
        [self.vAktarDelegate didSend:false];
        NSLog(@""failed %@"",error.localizedDescription);
    }];
    [operation start];
}

- (void)resetDefaults {

    [defaults removeObjectForKey:@""glbData""];
    [defaults synchronize];
}


- (void)setLocationManager:(CLLocationManager*)locationManager withDistanceFilter:(CLLocationDistance)distanceFilter {

    self.manager.delegate = nil;
    self.manager = locationManager;
    self.manager.pausesLocationUpdatesAutomatically = NO;
    self.manager.delegate = self;
    self.manager.distanceFilter = distanceFilter;
    [self.manager setDesiredAccuracy:kCLLocationAccuracyNearestTenMeters];
}
- (void)locationManager:(CLLocationManager *)manager
       didFailWithError:(NSError *)error{

}
</code></pre>

<p>@end</p>",objective-c|ios6|ios7|cllocationmanager,1093975,Winston,no
Any App to monitor what sensors or CPU drain the battery life?,"<p>I have a Android application which i use almost all the sensors and some heavy computation algorithms. It drains out the battery in 4,5 hrs. But i need to find out which sensors or CPU users the battery? And application or any mechanism to know this?</p>",android|google-play,393639,dinesh707,no
Is there a way to pause sagas when the react-native app goes to background?,"<p>Currently we check the store if the app is active:</p>

<pre><code>function* cycleChatBadge() {

    let task;

    while (true) {
        const state = yield select(),
        isAppActive = isAppActiveSelector(state);

        if (!isAppActive) {
            yield call(delay, 8000)
            yield put({type: ""CHAT_BADGE""});
            return;
        }

        const { input } = yield take('CHAT_BADGE');

        if (task) {
            yield cancel(task)
        }

        task = yield fork(getChatBadge)
    }
}
</code></pre>

<p>However, we wonder how optimised this approach is power-wise and whether checking the store every 5 seconds drains the battery. So we thought of pausing the root saga when the app goes to background. Is it possible?</p>",react-native|redux|redux-saga,172815,Guy,no
Why my application shows in battery after exit android application?,"<p><strong>Screens</strong></p>

<hr>

<p><img src=""https://i.stack.imgur.com/6jylA.jpg"" alt=""Battery Drains""></p>

<p><strong>Problems</strong></p>

<hr>

<p><strong>1) It drains lots of battery.</strong></p>

<p><strong>2) After Exit application it display in battery status.</strong></p>",android|exit|battery,1516870,Darshak,yes
Battery drain via Google Play Services persists after location services are used in Android,"<p>I'm using <code>location</code> &amp; <code>activity recognition</code> features of android. Used for realtime location tracking. Currently using the latest <code>ConnectionLess</code> APIs. I have encountered the following problem:</p>

<p>After starting the location, activity services, once in a while, the battery starts to get drained. The behavior is pretty strange as the entire drain is showed under <code>Google Play Services</code>. The drain persists even if the app is stopped, killed, etc. To my surprise, the drain persisted even when the app was uninstalled and it took a couple of full battery re-charges to come out of the situation. </p>

<p>I'm more or less sure that the drain is triggered by my app as multiple devices have recorded the issue and these devices are from different manufacturers and across multiple android OS versions. In ADB shell, I find <code>com.google.android.gms</code> taking up 126% CPU permanently as seen below:</p>

<p><a href=""https://i.stack.imgur.com/bCgo9.png"" rel=""nofollow noreferrer""><img src=""https://i.stack.imgur.com/bCgo9.png"" alt=""""></a></p>

<p>Next, I listed all the threads under that process. Result attached below:</p>

<p><a href=""https://i.stack.imgur.com/ssw4H.png"" rel=""nofollow noreferrer""><img src=""https://i.stack.imgur.com/ssw4H.png"" alt=""enter image description here""></a></p>

<p>As seen there's one thread, <code>CastSocketMulti</code> running. All other threads are sleeping.Didn't get much on <code>castSocketMulti</code> other than some basic information like it is related to casting in android, etc. We aren't using anything related to casting in our app. </p>

<p>After, killing the process, the drain stops. 
Note: I found same question <a href=""https://stackoverflow.com/questions/34052609/android-app-google-play-services-battery-drain"">here</a>, however unanswered. </p>

<p>Edit: Every time the battery drain happens, as above, <code>com.google.android.gms</code>is listed as the number one process taking 100%+ CPU and the <code>castSocketMulti</code>, the only thread of that process in <code>R</code> status </p>

<p>Update: I have opened an issue <a href=""https://issuetracker.google.com/issues/70411185"" rel=""nofollow noreferrer"">here</a>. 
Pls leave a star so that it may go high on priority</p>",android|google-play-services|battery,1349159,ranjjose,yes
Socket.IO With Service Draining Battery Dramatically (Android),"<p>Good day.</p>

<p>I have a question considering the most best practise for battery managment.</p>

<p>Beforehand please do not suggest nor <strong>GCM</strong> neither <strong>Firebase</strong> as i am not interested in them and i will tell the reason after.</p>

<p>So here is the scenario.</p>

<p>I have  a social network deployed of my own.</p>

<p>I hardly believe that <strong>Viber</strong>,<strong>WhatsApp</strong> or <strong>Telegram</strong> is using any of Google Services like <strong>GCM</strong> or <strong>Firebase</strong> and plus i have used both of them and i am dramatically dissatisfied about the delays of them and about the pricing i am receiving so the best option for me was to keep all of the notifications under the hood of the Socket.IO.</p>

<p>So each step now: </p>

<p>• I have created an always-running service which is running on no matter what.</p>

<p>• The service has Socket.IO lib attached to it and the service keeps persistent connection to the server via Socket.IO.</p>

<p>• The service handles all of the Socket.IO logic which are the next :  The full application notifications - Group Notifications, Friend Request, Message Notifications and all of them, all counts around of 10 types of notifications which can be inside my application.</p>

<p>• Everything was perfect unless i saw that my Samsung S7 Edge complaining about the usage of my application. I though it was one of the Samsung typicall complains but when i saw the battery usage i was shocked... My app used <strong>MORE BATTERY THAN THE ANDROID OS</strong> which was a big hit to me.</p>

<p>I will shortly show you the code of my service : </p>

<p>i am intializing the socket like this.</p>

<pre><code>@Override
public int onStartCommand(Intent intent, int flags, int startId) {
    initSocketFully();
    return START_STICKY;
}

  private void initSocketFully() {
    sharedHelper = new SharedHelper(this);
    currentUserId = sharedHelper.getUserId();
    destroySocket();
    try {
        mSocket = IO.socket(SOCKET_URL);
    } catch (URISyntaxException e) {
        e.printStackTrace();
    }
    initSocket();

}

 private void initSocket() {
    mSocket.on(EVENT_CONNECT, onSocketConnected);
    mSocket.on(EVENT_CONNECT_ERROR, onSocketConnectionError);
    mSocket.on(EVENT_DISCONNECT, onSocketDisconnected);
    mSocket.on(EVENT_NEW_MESSAGE, onNewMessageReceived);
    mSocket.on(EVENT_STOPPED_TYPING, onUserStoppedTyping);
    mSocket.on(EVENT_TYPING, onUserTyping);
    mSocket.on(EVENT_MESSAGE_SENT, onMessageSent);
    mSocket.on(EVENT_CONNECT_TIMEOUT, onSocketTimeOut);
    mSocket.on(EVENT_ONLINE_STATUS, onOnlineStatusReceived);
    mSocket.on(EVENT_ON_GAME_CREATED, onMafiaGameCreated);
    mSocket.on(EVENT_ON_COMMENT_ADDED, onCommentAdded);
    mSocket.on(EVENT_ON_FRIEND_REQUEST_ACCEPTED, onFriendRequestAccepted);
    mSocket.on(EVENT_ON_FRIEND_REQUEST_DECLINED, onFriendRequestDeclined);
    mSocket.on(EVENT_ON_POST_LIKED, onPostLiked);
    mSocket.on(EVENT_ON_POST_MADE, onPostMade);
    mSocket.on(EVENT_ON_FRIEND_REQUESTED, onFriendRequested);

    mSocket.connect();
}
</code></pre>

<p>Destroying it on the callback of sevice's <code>onDestroy</code> like so : </p>

<pre><code> private void destroySocket() {
    if (mSocket != null) {
        mSocket.disconnect();
        mSocket.off(EVENT_CONNECT, onSocketConnected);
        mSocket.off(EVENT_ON_FRIEND_REQUEST_ACCEPTED, onFriendRequestAccepted);
        mSocket.off(EVENT_CONNECT_ERROR, onSocketConnectionError);
        mSocket.off(EVENT_ON_FRIEND_REQUEST_DECLINED, onFriendRequestDeclined);
        mSocket.off(EVENT_DISCONNECT, onSocketDisconnected);
        mSocket.off(EVENT_NEW_MESSAGE, onNewMessageReceived);
        mSocket.off(EVENT_STOPPED_TYPING, onUserStoppedTyping);
        mSocket.off(EVENT_ON_GAME_CREATED, onMafiaGameCreated);
        mSocket.off(EVENT_TYPING, onUserTyping);
        mSocket.off(EVENT_MESSAGE_SENT, onMessageSent);
        mSocket.off(EVENT_CONNECT_TIMEOUT, onSocketTimeOut);
        mSocket.off(EVENT_ONLINE_STATUS, onOnlineStatusReceived);
        mSocket.off(EVENT_ON_COMMENT_ADDED, onCommentAdded);
        mSocket.off(EVENT_ON_POST_LIKED, onPostLiked);
        mSocket.off(EVENT_ON_POST_MADE, onPostMade);
        mSocket.off(EVENT_ON_FRIEND_REQUESTED, onFriendRequested);
    }
}
</code></pre>

<p>Important notice that i am starting this service every 10 minutes over and over which is the guarantee that if system kills the service process, yet it will be again started and no delays for the user will be.</p>

<p>My question is the next : </p>

<p>How to optimize all of these logic not to drain the battery of phone more then <strong>Android OS</strong> as it is ridicilous to drain the user's device battery in that way, but i believe there must be some good practise where i MUST NOT use firebase nor GCM and i MUST NOT close the Socket and open it very late and let user feel huge delays as it will distract user from my application...</p>

<p>So any ideas or a code improvement?</p>",android|sockets|socket.io|battery|batterymanager,7497670,Volo Apps,no
prompt the user to activate gps in a background service?,"<p>The main activity is destroyed the first time the app is installed and after that I've got a background service that runs whenever there is available internet. </p>

<p>The background service detects location (amongst other things) and since the app is supposed to remain on the phone for months (it only works when there is internet and not all the time or else that'd drain the battery even further) well since it runs for a long time, the user can disable gps and forget to turn it back on before he is connected to internet the next time which can cause the app to crash when the google API client requests location so for now, the background app automatically opens the settings interface when it detects that gps is off in order to remind the user to turn it on but this solution isn't that good since the interface appears out of nowhere and the user can get confused. </p>

<p>So I want to make a prompt/alert dialogue that tells the user ""the app [appName] requires gsp please turn it on"" with ""yes"" and ""no"" choices and when the user clicks ""yes"" then the settings interface is shown. Is this doable ? Again, I'm not looking for a solution with an activity as I already know how to do this (no transparent activity either just using the service)</p>

<p><strong>Here's how I'm doing things so far:</strong></p>

<pre><code>//This part of the code is right before getting the current location
    if (!isLocationEnabled(this)) {

              Intent myIntent = new Intent(Settings.ACTION_LOCATION_SOURCE_SETTINGS);
              myIntent.setFlags(Intent.FLAG_ACTIVITY_NEW_TASK);
              startActivity(myIntent);

        }

    public static boolean isLocationEnabled(Context context) {
        int locationMode = 0;
        String locationProviders;

        if (Build.VERSION.SDK_INT &gt;= Build.VERSION_CODES.KITKAT) {
            try {
                locationMode = Settings.Secure.getInt(context.getContentResolver(), Settings.Secure.LOCATION_MODE);

            } catch (Settings.SettingNotFoundException e) {
                e.printStackTrace();
                return false;
            }

            return locationMode != Settings.Secure.LOCATION_MODE_OFF;

        } else {
            locationProviders = Settings.Secure.getString(context.getContentResolver(), Settings.Secure.LOCATION_PROVIDERS_ALLOWED);
            return !TextUtils.isEmpty(locationProviders);
        }


    }
</code></pre>",android|geolocation|gps|android-alertdialog|android-permissions,7610349,student93,no
Best Practice to report user location continusly and Google Latitude,"<p>I need to make application that report user location to back end server. I had 2 choices:</p>

<ul>
<li>significant-change: I tried this, but accuracy is lower than what I'm looking for.</li>
<li>Background Location update: accuracy is OK, but it's drain battery and it's not recommended by Apple, only for few  application.</li>
</ul>

<p>I wonder if there is a method that gives good accuracy but without draining battery. for example, I notice Google Latitude app have good accuracy but it have no noticeable effect on battery.</p>

<p>any idea?</p>",iphone|ios,836026,user836026,yes
Acquiring an Android WakeLock in NativeScript App,"<p>I've almost finished a NativeScript app that integrates timers as part of the UI. (I repeat, a NativeScript app. NativeScript is kind of like React Native. It's written in JavaScript, not Java.) The user will create a timer that runs for up to ~100 minutes but could run for as little as 1 second, with the expectation that an alarm is guaranteed to go off at the end of this process, whether or not they've been using their phone. When I run this application on my phone, after the phone's screen has been locked for a while (I'm not sure exactly how long it takes, but probably 10-30 minutes), alarms don't go off and the app relaunches to the home page. I ideally want the state of the app to be completely preserved and the processing that goes on in my Angular component to continue while the screen is off. Yes, I know this is a drain on battery life.</p>

<p>Right now, the code I'm using to enforce a partial wake lock in Android looks something like this:</p>

<pre><code>acquireWakeLock() {
    //enforce a new partial wake lock
    const PowerManager = android.os.PowerManager;
    let powerManager = &lt;PowerManager&gt;application.android.context.getSystemService(android.content.Context.POWER_SERVICE);
    this.wakelock = &lt;PowerManager.WakeLock&gt;powerManager.newWakeLock(PowerManager.PARTIAL_WAKE_LOCK, ""RoutineTimer"");
    this.wakelock.acquire();
    console.log(""Acquired new wake lock"");
}
</code></pre>

<p>(Forgive the verbose references, but I'm putting them here to distinguish between ""android"" and ""application.android"".)</p>

<p>This doesn't have the desired effect at all. It's being called from an Angular component but is housed in an Angular service.</p>

<p>Does anyone know what's up with this or have other recommendations? I'd prefer not to use a full (screen) wake lock, though I know there's a plugin for that. I'd also prefer not to send in any kind of broadcast from a server for financial reasons.</p>",android|nativescript|nativescript-angular,8315348,Andrew Puglionesi,no
Is it possible to ignore one type of push notification in iOS,"<p>The problem is that I want to make ios client responsible for taking care of displaying/not displaying push notification relating on some kind type in push dictionary.</p>

<p>I would present some kind of modal view where user can choose what notifications he want to see.</p>

<p>And the question is it possible to ignore that chosen type when app is turned off or in background?</p>

<p>I know it's bad solution due to unnecessary unwanted pushes to be send and drain battery and it surely should be managed on the server side, but for now I need very fast solution that would be replaced in the future or even there could be double side check.</p>",ios|iphone|push-notification,546013,yershuachu,no
Parsing Beacon Information in didEnterRegion Method of Altbeacon Library,"<p>I would like to use the didEnterRegion method in association with the RegionBootstrap or MonitorNotifier in my application. Currently I'm using the RegionBootstrap but perhaps the MonitorNotifier is better for my application. </p>

<p>In particular I'm adding an iBeacon parser to the beaconmanager and then setting ""Id1"" of a region to look for the UUID portion of my iBeacon and setting ""Id2"" and ""Id3"" to Null. Though they are set to Null in the Region, I would like to be able to parse the information from those locations upon entering the didEnterRegion method. I'm using ""Id2"" (Major) and ""Id3"" (Minor) to provide random identification parameters of the beacons. </p>

<p>This information along with a portion of the data from the UUID would then be sent in a notification to the phone user. When testing, I'm entering the didEnterRegion method but the data that is provided is only that which matches the set region of ""Id1"". If someone could provide any insight at all, it would be greatly appreciated! </p>

<p>I would also like to receive the didEnterRegion method for the same iBeacon every 10 seconds, but with testing it appeared that once that particular iBeacon was seen once, didEnterRegion wouldn't get a subsequent call again. Any way to clear that the iBeacon was captured so that subsequent captures could happen? </p>

<p>I'm trying to keep the battery usage as low as possible and when using the scanRecord data from a onNonBeaconLEScan to parse the information, I'm noticing significant battery drain even when setting the foreground and background time ""BetweenScanPeriod"" to something really large. I really only need to see that the iBeacon entered the region and pull the information, then 10 seconds later do it again. </p>

<p><strong>Intended application flow</strong> - </p>

<ul>
<li>User enters region of beacon with matching UUID (ID1)</li>
<li>Beacon information from ID2 and ID3 are parsed and sent along with ID1 to user via notification</li>
<li>10 seconds later user receives another notification with same data</li>
<li>repeat until person leaves region or iBeacon stops transmitting</li>
</ul>",altbeacon,9676686,Dustin,yes
get sensor data every 1/10th second,"<p>I am trying to log Android sensor data (Accelerometer, Gyro), every 1/10th of a second. Using the Android supplied values (AI, GAME, NORMAL), or user defined values (eg 100000 microseconds) makes absolutely no difference, onSensorChanged is firing every 1/100th of a second. This is bad for both battery life, and the size of logging files ( 60 million events every day to log).</p>

<p>I can make it work using a simple loop, and simply throwing away 9/10 values, but that means you are still registering every event, just not writing it to file, which does not seem ideal.</p>

<p>My next idea was to use a Runnable every 1/10th of a second, that resulted in only getting one of the sensors, not both.</p>

<p>My next Idea was to have a runnable for each sensor, and register and deregister each of them in the runnable:</p>

<pre><code>public void registerAccel(){
    Log.d(TAG, ""registerAccel: on"");
    sensorManager.registerListener(this, mAccelerometer, SensorManager.SENSOR_DELAY_NORMAL);

}

public void unregisterAccel(){
    Log.d(TAG, ""unregisterAccel: off"");
    sensorManager.unregisterListener(this, mAccelerometer);
}



private final Runnable processAccel = new Runnable() {
    @Override
    public void run() {
        Log.d(TAG, ""run: AccelStart"");

        registerAccel();

        mHandler.postDelayed(this, interval);

        unregisterAccel();

    }
};
</code></pre>

<p>This produced no sensor readings, but i noticed even though the runable was running every 1/10th of a second, the whole Runnable was finishing in 1/1000th of a second, which i though might be too fast to register the sensor. So I added a sleep: </p>

<pre><code>private final Runnable processAccel = new Runnable() {
    @Override
    public void run() {
        Log.d(TAG, ""run: AccelStart"");

        registerAccel();

        try {
            Thread.sleep(1000);
        } catch (InterruptedException e) {
            e.printStackTrace();
        }

        mHandler.postDelayed(this, interval);

        unregisterAccel();

    }
};
</code></pre>

<p>This now keeps the Runnable open for 1/10th of a second, but I am still not receiving any data from the sensors? Basically onSensorChanged is not called while the runnable is running, but if i remove the:</p>

<pre><code>unregisterAccel();
</code></pre>

<p>from the Runnable, it goes back to receiving data every 1/100th of a second.</p>

<p>I am hitting a wall here, I can't think of any other way to get a reading every 10th of a second.</p>

<p>Note this is an app that will run in the background 24/7, so I am trying to do everything I can to minimize the battery drain, and I was really hopeful this would work, as registering then unregistering the sensors seems like the best option, but I guess it may just take longer than 1/10 of a second to do so?</p>

<p>If someone could find a problem with my code, that would be awesome!</p>

<p>EDIT:
OK on further testing, I think I must be misunderstanding something. I tried extending the thread.sleep out to 10 seconds, and still get no OnSensorChanged events, even though the sensor is still registered. This confuses me, as the only thread that should be sleeping is the runnable, the sensor is registered, and OnSensorChanged is not part of the Runnable, so I am unsure why nothing is registering?</p>",android|sensors|runnable|android-sensors,2851268,Geordie Wicks,yes
